_c0,_c1,Name,Username,User Profile,Tweet ID,Retweets,Comments,Favorites,Is Retweet?,Date,Tweet Text,Tweet Source,Status URL,SCORE,clean_text,correctec_text,processed_text
61,,Dimas Larena,DimasLarena,https://www.twitter.com/DimasLarena,ID: 1719064401330966689,0,0,0,,2023-10-30 20:51:42,"@CNNEE No hay pruebas de que los 360 secuestrados esten todos vivos. Israel ha encontrado cadaveres de algunos secuestrados que muestra que han sido asesinados, abusados sexualmente y torturados. Pero CNN terrorista no quiere informar eso",,https://www.twitter.com/DimasLarena/status/1719064401330966689,Positivo, no hay pruebas de que los 360 secuestrados esten todos vivos israel ha encontrado cadaveres de algunos secuestrados que muestra que han sido asesinados abusados sexualmente y torturados pero cnn terrorista no quiere informar eso," No hay pruebas de que los 360 secuestrados estén todos vivos Israel ha encontrado cadáveres de algunos secuestrados que muestra que han sido asesinados abusados sexualmente y torturados, pero CNN terrorista no quiere informar eso",No hay pruebas de que los 360 secuestrados esten todos vivos  Israel ha encontrado cadaveres de algunos secuestrados que muestra que han sido asesinados  abusados sexualmente y torturados  Pero CNN terrorista no quiere informar eso
62,,Eduardo Karstegl,Lalo_rock,https://www.twitter.com/Lalo_rock,ID: 1719064401330966689,0,0,0,,2023-10-30 20:53:19,@CNNEE 👎🤦‍♂️,,https://www.twitter.com/Lalo_rock/status/1719064401330966689,Negativo, , ,
63,,Reynaldo Santiago,Reynald92234713,https://www.twitter.com/Reynald92234713,ID: 1719064401330966689,0,0,1,,2023-10-30 20:56:08,"@CNNEE Quién carajo pondrá en cintura a éste homínido genocida , el mundo civilizado no puede seguir mirando hacia el lado ante ésta barbarie de Israel sobre Gaza",,https://www.twitter.com/Reynald92234713/status/1719064401330966689,Negativo, quién carajo pondrá en cintura a éste homínido genocida  el mundo civilizado no puede seguir mirando hacia el lado ante ésta barbarie de israel sobre gaza, Quién carajo pondrá en cintura a este homínido genocida el mundo civilizado no puede seguir mirando hacia el lado ante esta barbarie de Israel sobre gaza,Quién carajo pondrá en cintura a éste homínido genocida  el mundo civilizado no puede seguir mirando hacia el lado ante ésta barbarie de Israel sobre Gaza
64,,Antony2005,Antony2005,https://www.twitter.com/Antony2005,ID: 1719064401330966689,0,0,0,,2023-10-30 21:02:59,@CNNEE Felicidades! Con terroristas no se negocia y mucho menos con países qué apoyan el terrorismo.,,https://www.twitter.com/Antony2005/status/1719064401330966689,Positivo, felicidades! con terroristas no se negocia y mucho menos con países qué apoyan el terrorismo, Felicidades! Con terroristas no se negocia y mucho menos con países qué apoyan el terrorismo,Felicidades! Con terroristas no se negocia y mucho menos con países qué apoyan el terrorismo
65,,Francisco Herrera,herrera_snchez3,https://www.twitter.com/herrera_snchez3,ID: 1719064401330966689,0,0,2,,2023-10-30 21:09:33,@CNNEE Uno de los antiCristos,,https://www.twitter.com/herrera_snchez3/status/1719064401330966689,Negativo, uno de los anticristos, Uno de los anticristos,Uno de los antiCristos
66,,Simón Pablo F.,SimonPaul143487,https://www.twitter.com/SimonPaul143487,ID: 1719064401330966689,0,0,0,,2023-10-30 21:12:11,@CNNEE Ya sabíamos que quieren desaparecer Gaza del mapa mundi.,,https://www.twitter.com/SimonPaul143487/status/1719064401330966689,Negativo, ya sabíamos que quieren desaparecer gaza del mapa mundi, Ya sabíamos que quieren desaparecer gaza del mapa mundo,Ya sabíamos que quieren desaparecer Gaza del mapa mundi
67,,NMaquiavelo,NMachiavelo,https://www.twitter.com/NMachiavelo,ID: 1719064401330966689,0,0,0,,2023-10-30 21:14:15,@CNNEE Israel está extermimando al.pueblo.palestino.,,https://www.twitter.com/NMachiavelo/status/1719064401330966689,Negativo, israel está extermimando alpueblopalestino, Israel está exterminando alpueblopalestino,Israel está extermimando al pueblo palestino
68,,CanelaLibre,Canelitalibre,https://www.twitter.com/Canelitalibre,ID: 1719064401330966689,0,0,0,,2023-10-30 21:17:50,@CNNEE https://t.co/PfYpESQaiG,,https://www.twitter.com/Canelitalibre/status/1719064401330966689,Neutral, , ,
69,,CanelaLibre,Canelitalibre,https://www.twitter.com/Canelitalibre,ID: 1719064401330966689,0,0,0,,2023-10-30 21:17:59,@CNNEE https://t.co/oTdlo1bZrR,,https://www.twitter.com/Canelitalibre/status/1719064401330966689,Positivo, , ,
70,,edgar mendoza,edwmend,https://www.twitter.com/edwmend,ID: 1719064401330966689,0,0,0,,2023-10-30 21:20:44,@CNNEE Si fuera un país no alineado con EEUU ya tuviera la OTAN el consejo de seguridad dé la ONU y para usted dé contar pero cómo es un gobierno genocida y asesino en complicidad con ustedes todo está bien.....,,https://www.twitter.com/edwmend/status/1719064401330966689,Negativo, si fuera un país no alineado con eeuu ya tuviera la otan el consejo de seguridad dé la onu y para usted dé contar pero cómo es un gobierno genocida y asesino en complicidad con ustedes todo está bien," Si fuera un país no alineado con EEUU ya tuviera la OTAN el consejo de seguridad dé la ONU y para usted dé contar, pero cómo es un gobierno genocida y asesino en complicidad con ustedes todo está bien",Si fuera un país no alineado con EEUU ya tuviera la OTAN el consejo de seguridad dé la ONU y para usted dé contar pero cómo es un gobierno genocida y asesino en complicidad con ustedes todo está bien
71,,miriam osman,miriamosman1,https://www.twitter.com/miriamosman1,ID: 1719064401330966689,0,0,0,,2023-10-30 21:22:16,@CNNEE Así se muestra ante el mundo este desquiciado,,https://www.twitter.com/miriamosman1/status/1719064401330966689,Negativo, así se muestra ante el mundo este desquiciado, Así se muestra ante el mundo este desquiciado,Así se muestra ante el mundo este desquiciado
72,,edgar mendoza,edwmend,https://www.twitter.com/edwmend,ID: 1719064401330966689,0,0,0,,2023-10-30 21:23:07,@CNNEE Cuando se llega al desprestigio dé la forma como van ustedes.... después lo que viene es un efecto en caída libre hasta el fondo sin retorno.....ojo con éso!!!!,,https://www.twitter.com/edwmend/status/1719064401330966689,Negativo, cuando se llega al desprestigio dé la forma como van ustedes después lo que viene es un efecto en caída libre hasta el fondo sin retornoojo con éso!!!!, ¡cuando se llega al desprestigio dé la forma como van ustedes después lo que viene es un efecto en caída libre hasta el fondo sin retorno ojo con eso!!!!,Cuando se llega al desprestigio dé la forma como van ustedes  después lo que viene es un efecto en caída libre hasta el fondo sin retorno  ojo con éso!!
73,,Miguel Flores,FloresFore,https://www.twitter.com/FloresFore,ID: 1719064401330966689,0,0,0,,2023-10-30 21:27:23,"@CNNEE No es una guerra, es una masacre, un genocidio.",,https://www.twitter.com/FloresFore/status/1719064401330966689,Negativo, no es una guerra es una masacre un genocidio, No es una guerra es una masacre un genocidio,No es una guerra  es una masacre  un genocidio
74,,najo,jmnavedar,https://www.twitter.com/jmnavedar,ID: 1719064401330966689,0,0,1,,2023-10-30 21:30:57,@CNNEE Nadie gana en una guerra pero aquellos quienes las provocan deberían pensar en las consecuencias,,https://www.twitter.com/jmnavedar/status/1719064401330966689,Neutral, nadie gana en una guerra pero aquellos quienes las provocan deberían pensar en las consecuencias," Nadie gana en una guerra, pero aquellos quienes las provocan deberían pensar en las consecuencias",Nadie gana en una guerra pero aquellos quienes las provocan deberían pensar en las consecuencias
75,,Henrik Neri,enrikneri,https://www.twitter.com/enrikneri,ID: 1719064401330966689,0,0,0,,2023-10-30 21:32:02,@CNNEE El nuevo Hitler,,https://www.twitter.com/enrikneri/status/1719064401330966689,Negativo, el nuevo hitler, El nuevo Hitler,El nuevo Hitler
76,,Dark Shiryu,Darkshiryu_,https://www.twitter.com/Darkshiryu_,ID: 1719064401330966689,0,0,1,,2023-10-30 21:38:17,@CNNEE Ese man solo quiere matar civiles,,https://www.twitter.com/Darkshiryu_/status/1719064401330966689,Negativo, ese man solo quiere matar civiles, Ese Man solo quiere matar civiles,Ese man solo quiere matar civiles
77,,JavierQuinteroPrincipe,yelmarneo,https://www.twitter.com/yelmarneo,ID: 1719064401330966689,0,0,0,,2023-10-30 21:41:33,@CNNEE El sionismo y el Nazismo son los mismo. El holocausto ahora es palestino y está en todas las redes sociales. Participamos del genocidio en vivo y en directo. https://t.co/p9Vu4FzDzZ,,https://www.twitter.com/yelmarneo/status/1719064401330966689,Negativo, el sionismo y el nazismo son los mismo el holocausto ahora es palestino y está en todas las redes sociales participamos del genocidio en vivo y en directo , El sionismo y el nazismo son los mismos el holocausto ahora es palestino y está en todas las redes sociales participamos del genocidio en vivo y en directo ,El sionismo y el Nazismo son los mismo  El holocausto ahora es palestino y está en todas las redes sociales  Participamos del genocidio en vivo y en directo
78,,Luis Carballo,LuisCar55629076,https://www.twitter.com/LuisCar55629076,ID: 1719064401330966689,0,0,0,,2023-10-30 21:52:48,@CNNEE Llevan decadas con la misma impunidad!,,https://www.twitter.com/LuisCar55629076/status/1719064401330966689,Negativo, llevan decadas con la misma impunidad!, ¡llevan décadas con la misma impunidad!,Llevan decadas con la misma impunidad!
79,,RAFA,Raphael091221,https://www.twitter.com/Raphael091221,ID: 1719064401330966689,0,0,0,,2023-10-30 21:57:47,@CNNEE Netanyahu asesino,,https://www.twitter.com/Raphael091221/status/1719064401330966689,Negativo, netanyahu asesino, Netanyahu asesino,Netanyahu asesino
80,,ANDREA_MR,andrea_mr04,https://www.twitter.com/andrea_mr04,ID: 1719064401330966689,0,0,0,,2023-10-30 21:58:46,@CNNEE Para seguir matando mas inocentes ...y todos nosotros como si nada 😞😞😞😞😞,,https://www.twitter.com/andrea_mr04/status/1719064401330966689,Negativo, para seguir matando mas inocentes y todos nosotros como si nada , Para seguir matando más inocentes y todos nosotros como si nada ,Para seguir matando mas inocentes  y todos nosotros como si nada
81,,Partido Digital Perú ®️,PDigitalPeru,https://www.twitter.com/PDigitalPeru,ID: 1719064401330966689,0,0,0,,2023-10-30 22:00:06,"@CNNEE Israel definitivamente no es el pueblo elegido por Dios , los sionistas no son los elegidos",,https://www.twitter.com/PDigitalPeru/status/1719064401330966689,Negativo, israel definitivamente no es el pueblo elegido por dios  los sionistas no son los elegidos, Israel definitivamente no es el pueblo elegido por dios los sionistas no son los elegidos,Israel definitivamente no es el pueblo elegido por Dios  los sionistas no son los elegidos
82,,@freelife,freelif36854702,https://www.twitter.com/freelif36854702,ID: 1719064401330966689,0,0,0,,2023-10-30 22:00:08,@CNNEE Bien dicho! con terroristas no se negocia,,https://www.twitter.com/freelif36854702/status/1719064401330966689,Positivo, bien dicho! con terroristas no se negocia, Bien dicho! Con terroristas no se negocia,Bien dicho! con terroristas no se negocia
83,,OLlMimi,OLlMimi,https://www.twitter.com/OLlMimi,ID: 1719064401330966689,0,0,1,,2023-10-30 22:00:09,@CNNEE Hijo de p...#NetanyahuIsMonster https://t.co/0tM1M4uMfe,,https://www.twitter.com/OLlMimi/status/1719064401330966689,Negativo, hijo de pnetanyahuismonster , Hijo de pnetanyahuismonster ,Hijo de p  hashtag netanyahu is monster
84,,Lou Siqueira,lousiqueira1,https://www.twitter.com/lousiqueira1,ID: 1719064401330966689,0,0,0,,2023-10-30 22:04:31,@CNNEE https://t.co/stYOvDYb86,,https://www.twitter.com/lousiqueira1/status/1719064401330966689,Negativo, , ,
85,,!BelezaPura! 🚩,Beleza1965Pura,https://www.twitter.com/Beleza1965Pura,ID: 1719064401330966689,0,0,0,,2023-10-30 22:13:27,@CNNEE https://t.co/eziKbkrkdY,,https://www.twitter.com/Beleza1965Pura/status/1719064401330966689,Negativo, , ,
86,,Mariel 💪❤️🌞🌞,MarielDeIs,https://www.twitter.com/MarielDeIs,ID: 1719064401330966689,0,0,0,,2023-10-30 22:28:05,"@CNNEE Mientras su hijo está en Miami inocentes mueren en los dos bandos! Un sinverguenza y genocida,  asesino de niños!",,https://www.twitter.com/MarielDeIs/status/1719064401330966689,Negativo, mientras su hijo está en miami inocentes mueren en los dos bandos! un sinverguenza y genocida  asesino de niños!, ¡mientras su hijo está en Miami inocentes mueren en los dos bandos! Un sinvergüenza y genocida asesino de niños!,Mientras su hijo está en Miami inocentes mueren en los dos bandos! Un sinverguenza y genocida  asesino de niños!
87,,MUNDOBIZARRO,BIZARRO2363332,https://www.twitter.com/BIZARRO2363332,ID: 1719064401330966689,0,0,0,,2023-10-30 22:30:47,@CNNEE Hasta cuando el mundo permitirá este genocidio,,https://www.twitter.com/BIZARRO2363332/status/1719064401330966689,Negativo, hasta cuando el mundo permitirá este genocidio, Hasta cuando el mundo permitirá este genocidio,Hasta cuando el mundo permitirá este genocidio
88,,Simon,pancho_059,https://www.twitter.com/pancho_059,ID: 1719064401330966689,0,0,0,,2023-10-30 22:37:35,@CNNEE ASESINOS GENOCIDAS,,https://www.twitter.com/pancho_059/status/1719064401330966689,Negativo, asesinos genocidas, Asesinos genocidas,ASESINOS GENOCIDAS
89,,Flor de Loto,Indiceanalitico,https://www.twitter.com/Indiceanalitico,ID: 1719064401330966689,0,0,0,,2023-10-30 22:44:56,"@CNNEE Sionista hijo de la puta que lo pario, malditos",,https://www.twitter.com/Indiceanalitico/status/1719064401330966689,Negativo, sionista hijo de la puta que lo pario malditos, Sionista hijo de la puta que lo parió malditos,Sionista hijo de la puta que lo pario  malditos
90,,Castor,CAST0RANDIN0,https://www.twitter.com/CAST0RANDIN0,ID: 1719064401330966689,0,0,0,,2023-10-30 22:57:23,"@CNNEE Ahora el holocausto es Palestino, y el verdugo nazi israel.",,https://www.twitter.com/CAST0RANDIN0/status/1719064401330966689,Negativo, ahora el holocausto es palestino y el verdugo nazi israel, Ahora el holocausto es palestino y el verdugo nazi Israel,Ahora el holocausto es Palestino  y el verdugo nazi israel
91,,claudina gamez,claudinagamez,https://www.twitter.com/claudinagamez,ID: 1719064401330966689,0,0,0,,2023-10-30 23:00:49,@CNNEE GRANDE ISRAEL !,,https://www.twitter.com/claudinagamez/status/1719064401330966689,Positivo, grande israel !, ¡grande israel!,GRANDE ISRAEL !
92,,miguel beato,miguel_beato,https://www.twitter.com/miguel_beato,ID: 1719064401330966689,0,0,0,,2023-10-30 23:02:31,@CNNEE Asesino y sionista terrorista,,https://www.twitter.com/miguel_beato/status/1719064401330966689,Negativo, asesino y sionista terrorista, Asesino y sionista terrorista,Asesino y sionista terrorista
93,,Gato Feliz,Dichos_y_Hechos,https://www.twitter.com/Dichos_y_Hechos,ID: 1719064401330966689,0,0,0,,2023-10-30 23:05:29,@CNNEE https://t.co/42meEKcx6w,,https://www.twitter.com/Dichos_y_Hechos/status/1719064401330966689,Negativo, , ,
94,,Elvi Francisco Pérez,ElviFranciscoP1,https://www.twitter.com/ElviFranciscoP1,ID: 1719064401330966689,0,0,0,,2023-10-30 23:09:05,@CNNEE Para que lo sepan los hipócritas de CNN: no hay ni habrá alto al fuego,,https://www.twitter.com/ElviFranciscoP1/status/1719064401330966689,Negativo, para que lo sepan los hipócritas de cnn no hay ni habrá alto al fuego, Para que lo sepan los hipócritas de CNN no hay ni habrá alto al fuego,Para que lo sepan los hipócritas de CNN  no hay ni habrá alto al fuego
95,,Hugo de Cruz,Decruz2162,https://www.twitter.com/Decruz2162,ID: 1719064401330966689,0,0,0,,2023-10-30 23:32:27,"@CNNEE Esto no es una guerra es una masacre, están asesinando a niños, familias enteras que no tienen culpa y que no pueden defenderse. Esto se llama GENOCIDIO.",,https://www.twitter.com/Decruz2162/status/1719064401330966689,Negativo, esto no es una guerra es una masacre están asesinando a niños familias enteras que no tienen culpa y que no pueden defenderse esto se llama genocidio, Esto no es una guerra es una masacre están asesinando a niños familias enteras que no tienen culpa y que no pueden defenderse esto se llama genocidio,Esto no es una guerra es una masacre  están asesinando a niños  familias enteras que no tienen culpa y que no pueden defenderse  Esto se llama GENOCIDIO
96,,Gladys Hurtado,gladyshurtadoh6,https://www.twitter.com/gladyshurtadoh6,ID: 1719064401330966689,0,0,0,,2023-10-30 23:41:30,"@CNNEE Cuando los crimínales narcoterroristas asesinos secuestradores violadores asesinos se sienten derrotados, acuden a la estrategia del “diálogo”. Ojalá   NO intervenga Francisco porque Venezuela tiene sus actuales condiciones por culpa de FRANCISCO",,https://www.twitter.com/gladyshurtadoh6/status/1719064401330966689,Neutral, cuando los crimínales narcoterroristas asesinos secuestradores violadores asesinos se sienten derrotados acuden a la estrategia del diálogo ojalá   no intervenga francisco porque venezuela tiene sus actuales condiciones por culpa de francisco, Cuando los criminales narcoterroristas asesinos secuestradores violadores asesinos se sienten derrotados acuden a la estrategia del diálogo ojalá no intervenga francisco porque Venezuela tiene sus actuales condiciones por culpa de francisco,Cuando los crimínales narcoterroristas asesinos secuestradores violadores asesinos se sienten derrotados  acuden a la estrategia del  diálogo  Ojalá  NO intervenga Francisco porque Venezuela tiene sus actuales condiciones por culpa de FRANCISCO
97,,Probashi Lifestyle,tan93444,https://www.twitter.com/tan93444,ID: 1719064401330966689,0,0,0,,2023-10-30 23:46:54,@CNNEE #NoOilForIsrael,,https://www.twitter.com/tan93444/status/1719064401330966689,Negativo, nooilforisrael, nooilforisrael,hashtag no oil for israel
98,,NÓRDICO,NRDICO3,https://www.twitter.com/NRDICO3,ID: 1719064401330966689,0,0,0,,2023-10-31 00:19:18,@CNNEE AVER QUE DICES CERDO CRIMINAL  CUANDO DIOS TE CASTIGUE,,https://www.twitter.com/NRDICO3/status/1719064401330966689,Negativo, aver que dices cerdo criminal  cuando dios te castigue, a ver que dices cerdo criminal cuando dios te castigue,AVER QUE DICES CERDO CRIMINAL  CUANDO DIOS TE CASTIGUE
99,,Lola,LolaPinedo2021,https://www.twitter.com/LolaPinedo2021,ID: 1719064401330966689,0,0,0,,2023-10-31 00:22:01,@CNNEE CLARO QUIERE DAR DE COMER ALOS TRAFICANTES DE ARMAS MAS VALE LOS BOLSILLO LLENOS DE BALA ENCEZ DE DAR DE COMER ASUS PROJIMOS QUE MASQUIEREN LOS TRAFICANTES DE ARMAS NO LES IMPORTA LAS VIDAS DELOS NIÑOS.ADOLESCENTES.ADULTOS .ANCIANOS QUE SUFREN X ESTA MALDITOS INHUMANOS DE OGROS T,,https://www.twitter.com/LolaPinedo2021/status/1719064401330966689,Negativo, claro quiere dar de comer alos traficantes de armas mas vale los bolsillo llenos de bala encez de dar de comer asus projimos que masquieren los traficantes de armas no les importa las vidas delos niñosadolescentesadultos ancianos que sufren x esta malditos inhumanos de ogros t, Claro quiere dar de come ralos traficantes de armas más vale el bolsillo llenos de bala envés de dar de comer Asus prójimos que malquieren los traficantes de armas no les importa las vidas delos niñosadolescentesadultos ancianos que sufren x este maldito inhumanos de ogros t,CLARO QUIERE DAR DE COMER ALOS TRAFICANTES DE ARMAS MAS VALE LOS BOLSILLO LLENOS DE BALA ENCEZ DE DAR DE COMER ASUS PROJIMOS QUE MASQUIEREN LOS TRAFICANTES DE ARMAS NO LES IMPORTA LAS VIDAS DELOS NIÑOS ADOLESCENTES ADULTOS  ANCIANOS QUE SUFREN X ESTA MALDITOS INHUMANOS DE OGROS T
100,,Lola,LolaPinedo2021,https://www.twitter.com/LolaPinedo2021,ID: 1719064401330966689,0,0,0,,2023-10-31 00:24:07,@CNNEE EN VEZ DE BUSCARLOS ALOS TERRORISTAS NO INVADIR UN PAIS ENTERO TODO CON EL CUENTO DE MATAR ALOS TERRORISTAS QUE CULPAS TIENEN LOS NIÑOS INOCENTES DE ESTA MALDITA GUERRA SRES QUE CULPAS TIENEN LAS PERSONAS INOCENTES DE PALESTINAS QUIEREN A HAMAS PUES BUSQUENLOS A ESOS TERRORISTASA,,https://www.twitter.com/LolaPinedo2021/status/1719064401330966689,Negativo, en vez de buscarlos alos terroristas no invadir un pais entero todo con el cuento de matar alos terroristas que culpas tienen los niños inocentes de esta maldita guerra sres que culpas tienen las personas inocentes de palestinas quieren a hamas pues busquenlos a esos terroristasa, En vez de buscarlos Alos terroristas no invadir un país entero todo con el cuento de mata ralos terroristas que culpas tienen los niños inocentes de esta maldita guerras res que culpas tienen las personas inocentes de palestinas quieren a Hamás pues búsquenlos a esos terroristas,EN VEZ DE BUSCARLOS ALOS TERRORISTAS NO INVADIR UN PAIS ENTERO TODO CON EL CUENTO DE MATAR ALOS TERRORISTAS QUE CULPAS TIENEN LOS NIÑOS INOCENTES DE ESTA MALDITA GUERRA SRES QUE CULPAS TIENEN LAS PERSONAS INOCENTES DE PALESTINAS QUIEREN A HAMAS PUES BUSQUENLOS A ESOS TERRORISTASA
101,,Lola,LolaPinedo2021,https://www.twitter.com/LolaPinedo2021,ID: 1719064401330966689,0,0,0,,2023-10-31 00:25:52,@CNNEE PERO NO ES POSIBLE DESAOARECER UNA NACION Y DONDE ESTAN LOS DERECHOS HUMANOS PUES AHI NO HAY DERECHOS X QUE SRES ACASO NO TIENEN DERECHO AVIVIR Y QUIENES SON LOS ISRRAELES PARA MATAR A TANTOS NIÑOS PALESTINOS TAN SOLO X QUE NO SE LLEVAN BIEN HAY QUE MATARLOS Y DESAPARECERLOS ESMM,,https://www.twitter.com/LolaPinedo2021/status/1719064401330966689,Negativo, pero no es posible desaoarecer una nacion y donde estan los derechos humanos pues ahi no hay derechos x que sres acaso no tienen derecho avivir y quienes son los isrraeles para matar a tantos niños palestinos tan solo x que no se llevan bien hay que matarlos y desaparecerlos esmm, Pero no es posible desaparecer una nación y donde están los derechos humanos pues ahí no hay derechos x que Sres acaso no tienen derecho vivir y quienes son los israelíes para matar a tantos niños palestinos tan solo x que no se llevan bien hay que matarlos y desaparecerlos es mm,PERO NO ES POSIBLE DESAOARECER UNA NACION Y DONDE ESTAN LOS DERECHOS HUMANOS PUES AHI NO HAY DERECHOS X QUE SRES ACASO NO TIENEN DERECHO AVIVIR Y QUIENES SON LOS ISRRAELES PARA MATAR A TANTOS NIÑOS PALESTINOS TAN SOLO X QUE NO SE LLEVAN BIEN HAY QUE MATARLOS Y DESAPARECERLOS ESMM
